date,ticker,qty,order
2010-03-08,XLF,542,BUY
2010-03-08,TLT,627,SELL
2010-03-15,XLE,630,BUY
2010-03-15,XLK,2191,BUY
2010-03-15,XLB,70,SELL
2010-03-15,XLP,768,BUY
2010-03-15,XLY,479,SELL
2010-03-15,XLI,111,BUY
2010-03-15,XLV,430,BUY
2010-03-15,XLF,1578,BUY
2010-03-15,TLT,2054,SELL
2010-03-22,XLE,5,SELL
2010-03-22,XLK,972,SELL
2010-03-22,XLB,418,BUY
2010-03-22,XLP,822,SELL
2010-03-22,XLY,14,BUY
2010-03-22,XLI,550,BUY
2010-03-22,XLV,1981,BUY
2010-03-22,XLF,617,BUY
2010-03-22,TLT,739,SELL
2010-03-29,XLE,493,BUY
2010-03-29,XLK,1036,SELL
2010-03-29,XLB,127,SELL
2010-03-29,XLP,1927,SELL
2010-03-29,XLY,1115,BUY
2010-03-29,XLI,760,BUY
2010-03-29,XLV,1269,SELL
2010-03-29,XLF,748,BUY
2010-03-29,TLT,243,SELL
2010-04-05,XLE,494,BUY
2010-04-05,XLK,1711,BUY
2010-04-05,XLB,527,SELL
2010-04-05,XLP,178,SELL
2010-04-05,XLY,698,SELL
2010-04-05,XLI,199,SELL
2010-04-05,XLV,831,SELL
2010-04-05,XLF,1329,BUY
2010-04-05,TLT,659,BUY
2010-04-12,XLE,854,SELL
2010-04-12,XLK,157,SELL
2010-04-12,XLB,432,BUY
2010-04-12,XLP,1709,SELL
2010-04-12,XLY,223,SELL
2010-04-12,XLI,356,SELL
2010-04-12,XLV,1663,BUY
2010-04-12,XLF,566,BUY
2010-04-12,TLT,757,BUY
2010-04-19,XLE,325,SELL
2010-04-19,XLK,937,SELL
2010-04-19,XLB,353,BUY
2010-04-19,XLP,450,SELL
2010-04-19,XLY,900,SELL
2010-04-19,XLI,141,BUY
2010-04-19,XLV,997,SELL
2010-04-19,XLF,2506,SELL
2010-04-19,TLT,2088,BUY
2010-04-26,XLE,306,SELL
2010-04-26,XLK,104,SELL
2010-04-26,XLB,60,BUY
2010-04-26,XLP,122,BUY
2010-04-26,XLY,191,SELL
2010-04-26,XLI,710,BUY
2010-04-26,XLV,2036,SELL
2010-04-26,XLF,536,SELL
2010-04-26,TLT,988,BUY
2010-05-03,XLE,298,SELL
2010-05-03,XLK,979,SELL
2010-05-03,XLB,37,SELL
2010-05-03,XLP,667,SELL
2010-05-03,XLY,313,SELL
2010-05-03,XLI,1024,SELL
2010-05-03,XLV,1597,SELL
2010-05-03,XLF,655,SELL
2010-05-03,TLT,2944,BUY
2010-05-10,XLE,158,SELL
2010-05-10,XLK,571,SELL
2010-05-10,XLB,155,BUY
2010-05-10,XLP,57,BUY
2010-05-10,XLY,230,SELL
2010-05-10,XLI,101,BUY
2010-05-10,XLV,1240,SELL
2010-05-10,XLF,279,BUY
2010-05-10,TLT,756,BUY
2010-05-17,XLE,201,SELL
2010-05-17,XLK,307,SELL
2010-05-17,XLB,584,SELL
2010-05-17,XLP,676,SELL
2010-05-17,XLY,292,SELL
2010-05-17,XLI,138,SELL
2010-05-17,XLV,1693,SELL
2010-05-17,XLF,252,SELL
2010-05-17,TLT,1500,BUY
2010-05-24,XLE,361,SELL
2010-05-24,XLK,194,BUY
2010-05-24,XLB,541,SELL
2010-05-24,XLP,96,SELL
2010-05-24,XLY,143,SELL
2010-05-24,XLI,241,BUY
2010-05-24,XLV,862,SELL
2010-05-24,XLF,271,SELL
2010-05-24,TLT,19,SELL
2010-05-31,XLK,143,BUY
2010-05-31,XLB,484,SELL
2010-05-31,XLP,800,BUY
2010-05-31,XLY,4,BUY
2010-05-31,XLI,669,BUY
2010-05-31,XLF,168,SELL
2010-05-31,TLT,1430,SELL
2010-06-07,XLK,761,BUY
2010-06-07,XLB,507,SELL
2010-06-07,XLP,152,SELL
2010-06-07,XLY,204,BUY
2010-06-07,XLI,59,BUY
2010-06-07,XLF,43,SELL
2010-06-07,TLT,424,SELL
2010-06-14,XLK,1,BUY
2010-06-14,XLB,302,SELL
2010-06-14,XLP,102,SELL
2010-06-14,XLY,55,BUY
2010-06-14,XLI,174,SELL
2010-06-14,XLF,20,SELL
2010-06-14,TLT,215,SELL
2010-06-21,XLK,350,SELL
2010-06-21,XLB,70,SELL
2010-06-21,XLP,555,SELL
2010-06-21,XLY,582,BUY
2010-06-21,XLI,242,SELL
2010-06-21,XLF,112,BUY
2010-06-21,TLT,114,SELL
2010-06-28,XLK,325,BUY
2010-06-28,XLB,102,BUY
2010-06-28,XLP,723,SELL
2010-06-28,XLY,239,SELL
2010-06-28,XLI,628,BUY
2010-06-28,XLF,661,BUY
2010-06-28,TLT,908,SELL
2010-07-05,XLK,908,BUY
2010-07-05,XLB,39,SELL
2010-07-05,XLP,1007,SELL
2010-07-05,XLY,185,BUY
2010-07-05,XLI,131,BUY
2010-07-05,XLF,280,BUY
2010-07-05,TLT,510,SELL
2010-07-12,XLK,693,SELL
2010-07-12,XLB,187,SELL
2010-07-12,XLP,11,SELL
2010-07-12,XLY,101,BUY
2010-07-12,XLI,12,BUY
2010-07-12,XLF,487,SELL
2010-07-12,TLT,234,BUY
2010-07-19,XLU,529,BUY
2010-07-19,XLK,716,SELL
2010-07-19,XLB,46,BUY
2010-07-19,XLP,168,SELL
2010-07-19,XLY,7,BUY
2010-07-19,XLI,22,SELL
2010-07-19,XLF,126,SELL
2010-07-19,TLT,86,BUY
2010-07-26,XLU,1037,BUY
2010-07-26,XLK,23,BUY
2010-07-26,XLB,328,SELL
2010-07-26,XLP,579,SELL
2010-07-26,XLY,13,BUY
2010-07-26,XLI,208,SELL
2010-07-26,XLF,116,SELL
2010-07-26,TLT,22,SELL
2010-08-02,XLU,495,BUY
2010-08-02,XLK,16,BUY
2010-08-02,XLB,35,SELL
2010-08-02,XLP,32,BUY
2010-08-02,XLY,334,SELL
2010-08-02,XLI,227,SELL
2010-08-02,XLF,690,BUY
2010-08-02,TLT,158,SELL
2010-08-09,XLU,93,BUY
2010-08-09,XLK,211,SELL
2010-08-09,XLB,195,SELL
2010-08-09,XLP,460,SELL
2010-08-09,XLY,31,SELL
2010-08-09,XLI,301,BUY
2010-08-09,XLF,472,SELL
2010-08-09,TLT,982,BUY
2010-08-16,XLU,727,BUY
2010-08-16,XLK,797,SELL
2010-08-16,XLB,342,BUY
2010-08-16,XLP,575,BUY
2010-08-16,XLY,245,BUY
2010-08-16,XLI,245,SELL
2010-08-16,XLF,446,SELL
2010-08-16,TLT,99,BUY
2010-08-23,XLU,1022,BUY
2010-08-23,XLK,652,SELL
2010-08-23,XLB,2,BUY
2010-08-23,XLP,387,BUY
2010-08-23,XLY,282,SELL
2010-08-23,XLI,475,BUY
2010-08-23,XLF,388,SELL
2010-08-23,TLT,174,SELL
2010-08-30,XLU,724,BUY
2010-08-30,XLK,163,SELL
2010-08-30,XLB,38,SELL
2010-08-30,XLP,1255,BUY
2010-08-30,XLY,166,BUY
2010-08-30,XLI,181,BUY
2010-08-30,XLF,330,SELL
2010-08-30,TLT,447,SELL
2010-09-06,XLU,264,SELL
2010-09-06,XLK,164,BUY
2010-09-06,XLB,242,BUY
2010-09-06,XLP,221,BUY
2010-09-06,XLY,28,SELL
2010-09-06,XLI,207,BUY
2010-09-06,XLF,693,SELL
2010-09-06,TLT,160,SELL
2010-09-13,XLU,179,SELL
2010-09-13,XLK,286,SELL
2010-09-13,XLB,201,BUY
2010-09-13,XLP,1161,BUY
2010-09-13,XLY,16,BUY
2010-09-13,XLI,192,BUY
2010-09-13,XLF,12,SELL
2010-09-13,TLT,80,SELL
2010-09-20,XLU,70,BUY
2010-09-20,XLK,120,SELL
2010-09-20,XLB,617,BUY
2010-09-20,XLP,1326,BUY
2010-09-20,XLY,514,SELL
2010-09-20,XLI,452,SELL
2010-09-20,XLF,332,BUY
2010-09-20,TLT,428,SELL
2010-09-27,XLU,1008,SELL
2010-09-27,XLK,744,BUY
2010-09-27,XLB,470,SELL
2010-09-27,XLP,981,SELL
2010-09-27,XLY,437,BUY
2010-09-27,XLI,101,BUY
2010-09-27,XLF,184,SELL
2010-09-27,TLT,20,BUY
2010-10-04,XLU,476,BUY
2010-10-04,XLK,219,SELL
2010-10-04,XLB,37,SELL
2010-10-04,XLP,100,BUY
2010-10-04,XLY,44,SELL
2010-10-04,XLI,422,BUY
2010-10-04,XLF,684,SELL
2010-10-04,TLT,121,BUY
2010-10-11,XLU,254,BUY
2010-10-11,XLK,105,BUY
2010-10-11,XLB,170,SELL
2010-10-11,XLP,852,SELL
2010-10-11,XLY,608,BUY
2010-10-11,XLI,567,SELL
2010-10-11,XLV,616,BUY
2010-10-11,TLT,52,SELL
2010-10-18,XLU,253,SELL
2010-10-18,XLK,751,BUY
2010-10-18,XLB,183,SELL
2010-10-18,XLP,825,BUY
2010-10-18,XLY,123,BUY
2010-10-18,XLI,289,SELL
2010-10-18,XLV,505,BUY
2010-10-18,TLT,269,SELL
2010-10-25,XLU,368,BUY
2010-10-25,XLK,71,BUY
2010-10-25,XLB,33,BUY
2010-10-25,XLP,477,SELL
2010-10-25,XLY,33,BUY
2010-10-25,XLI,148,BUY
2010-10-25,XLV,397,BUY
2010-10-25,TLT,205,SELL
2010-11-01,XLU,53,BUY
2010-11-01,XLK,3058,BUY
2010-11-01,XLB,793,SELL
2010-11-01,XLP,2534,SELL
2010-11-01,XLY,808,BUY
2010-11-01,XLI,332,SELL
2010-11-01,XLV,695,BUY
2010-11-01,TLT,105,SELL
2010-11-08,XLU,648,SELL
2010-11-08,XLK,1143,BUY
2010-11-08,XLB,216,BUY
2010-11-08,XLP,116,SELL
2010-11-08,XLY,936,BUY
2010-11-08,XLI,600,BUY
2010-11-08,XLV,18,BUY
2010-11-08,TLT,746,SELL
2010-11-15,XLU,871,SELL
2010-11-15,XLK,282,BUY
2010-11-15,XLB,1151,BUY
2010-11-15,XLP,1422,BUY
2010-11-15,XLY,1117,BUY
2010-11-15,XLI,401,SELL
2010-11-15,XLV,1231,BUY
2010-11-15,TLT,492,SELL
2010-11-22,XLU,622,SELL
2010-11-22,XLK,181,BUY
2010-11-22,XLB,80,SELL
2010-11-22,XLP,1309,BUY
2010-11-22,XLY,341,BUY
2010-11-22,XLI,308,BUY
2010-11-22,XLV,169,BUY
2010-11-22,TLT,552,SELL
2010-11-29,XLE,200,BUY
2010-11-29,XLU,2003,SELL
2010-11-29,XLK,722,SELL
2010-11-29,XLB,184,SELL
2010-11-29,XLP,1192,BUY
2010-11-29,XLY,964,SELL
2010-11-29,XLI,270,BUY
2010-11-29,XLV,210,BUY
2010-11-29,TLT,894,BUY
2010-12-06,XLE,689,BUY
2010-12-06,XLK,928,SELL
2010-12-06,XLB,894,BUY
2010-12-06,XLP,701,SELL
2010-12-06,XLY,811,SELL
2010-12-06,XLI,619,SELL
2010-12-06,XLV,1058,SELL
2010-12-06,TLT,14,BUY
2010-12-13,XLE,301,BUY
2010-12-13,XLK,65,BUY
2010-12-13,XLB,125,SELL
2010-12-13,XLP,1726,BUY
2010-12-13,XLY,678,SELL
2010-12-13,XLI,712,SELL
2010-12-13,XLV,120,SELL
2010-12-13,TLT,601,SELL
2010-12-20,XLE,946,BUY
2010-12-20,XLK,243,SELL
2010-12-20,XLB,576,BUY
2010-12-20,XLP,575,BUY
2010-12-20,XLY,3,SELL
2010-12-20,XLI,269,SELL
2010-12-20,XLV,397,SELL
2010-12-20,TLT,1117,SELL
2010-12-27,XLE,666,BUY
2010-12-27,XLK,804,SELL
2010-12-27,XLB,394,SELL
2010-12-27,XLP,791,BUY
2010-12-27,XLY,302,BUY
2010-12-27,XLI,164,SELL
2010-12-27,XLV,609,BUY
2010-12-27,TLT,273,SELL
2011-01-03,XLE,396,BUY
2011-01-03,XLK,1227,BUY
2011-01-03,XLB,472,BUY
2011-01-03,XLP,1866,BUY
2011-01-03,XLY,271,SELL
2011-01-03,XLI,335,BUY
2011-01-03,XLV,1172,SELL
2011-01-03,TLT,172,BUY
2011-01-10,XLE,324,BUY
2011-01-10,XLU,1399,BUY
2011-01-10,XLK,1181,BUY
2011-01-10,XLB,773,SELL
2011-01-10,XLP,1906,SELL
2011-01-10,XLY,934,SELL
2011-01-10,XLI,338,SELL
2011-01-10,XLV,1989,BUY
2011-01-10,TLT,443,BUY
2011-01-17,XLE,417,SELL
2011-01-17,XLU,196,BUY
2011-01-17,XLK,1072,SELL
2011-01-17,XLB,88,BUY
2011-01-17,XLP,1240,SELL
2011-01-17,XLY,498,SELL
2011-01-17,XLI,540,BUY
2011-01-17,XLV,849,BUY
2011-01-17,TLT,528,BUY
2011-01-24,XLE,699,SELL
2011-01-24,XLU,1758,BUY
2011-01-24,XLK,180,SELL
2011-01-24,XLB,476,SELL
2011-01-24,XLP,1406,BUY
2011-01-24,XLY,304,BUY
2011-01-24,XLI,708,SELL
2011-01-24,XLV,538,SELL
2011-01-24,TLT,312,BUY
2011-01-31,XLE,986,BUY
2011-01-31,XLU,455,SELL
2011-01-31,XLK,971,SELL
2011-01-31,XLB,74,SELL
2011-01-31,XLP,1251,SELL
2011-01-31,XLY,684,SELL
2011-01-31,XLI,156,BUY
2011-01-31,XLV,736,BUY
2011-01-31,TLT,241,BUY
2011-02-07,XLE,136,SELL
2011-02-07,XLU,644,BUY
2011-02-07,XLK,98,SELL
2011-02-07,XLB,69,SELL
2011-02-07,XLP,147,SELL
2011-02-07,XLY,131,BUY
2011-02-07,XLI,96,SELL
2011-02-07,XLV,880,SELL
2011-02-07,TLT,206,BUY
2011-02-14,XLE,849,BUY
2011-02-14,XLU,2139,BUY
2011-02-14,XLK,96,BUY
2011-02-14,XLB,366,SELL
2011-02-14,XLP,395,BUY
2011-02-14,XLY,45,BUY
2011-02-14,XLI,292,BUY
2011-02-14,XLV,180,BUY
2011-02-14,TLT,1739,SELL
2011-02-21,XLE,904,SELL
2011-02-21,XLU,1881,BUY
2011-02-21,XLK,46,BUY
2011-02-21,XLB,780,BUY
2011-02-21,XLP,947,SELL
2011-02-21,XLY,986,BUY
2011-02-21,XLI,772,SELL
2011-02-21,XLV,434,SELL
2011-02-21,TLT,10,BUY
2011-02-28,XLE,653,BUY
2011-02-28,XLU,1535,SELL
2011-02-28,XLK,1001,SELL
2011-02-28,XLB,582,SELL
2011-02-28,XLP,263,SELL
2011-02-28,XLY,113,SELL
2011-02-28,XLI,292,BUY
2011-02-28,XLV,13,SELL
2011-02-28,TLT,570,BUY
2011-03-07,XLE,289,SELL
2011-03-07,XLU,1911,SELL
2011-03-07,XLK,487,SELL
2011-03-07,XLB,162,SELL
2011-03-07,XLP,1141,SELL
2011-03-07,XLY,325,SELL
2011-03-07,XLI,220,BUY
2011-03-07,XLV,202,SELL
2011-03-07,TLT,1566,BUY
2011-03-14,XLE,249,SELL
2011-03-14,XLU,1324,BUY
2011-03-14,XLK,157,SELL
2011-03-14,XLB,235,BUY
2011-03-14,XLP,288,BUY
2011-03-14,XLY,458,SELL
2011-03-14,XLI,30,SELL
2011-03-14,XLV,693,SELL
2011-03-14,TLT,234,BUY
2011-03-21,XLE,131,SELL
2011-03-21,XLU,1887,SELL
2011-03-21,XLK,618,SELL
2011-03-21,XLB,278,BUY
2011-03-21,XLP,1471,SELL
2011-03-21,XLY,215,BUY
2011-03-21,XLI,24,BUY
2011-03-21,XLV,384,SELL
2011-03-21,TLT,1233,BUY
2011-03-28,XLE,400,SELL
2011-03-28,XLU,433,SELL
2011-03-28,XLK,447,SELL
2011-03-28,XLB,42,BUY
2011-03-28,XLP,995,SELL
2011-03-28,XLY,74,SELL
2011-03-28,XLV,85,SELL
2011-03-28,TLT,825,BUY
2011-04-04,XLE,9,SELL
2011-04-04,XLU,591,SELL
2011-04-04,XLK,1468,BUY
2011-04-04,XLB,180,BUY
2011-04-04,XLP,465,BUY
2011-04-04,XLY,340,SELL
2011-04-04,XLI,727,BUY
2011-04-04,XLV,76,SELL
2011-04-04,TLT,948,SELL
2011-04-11,XLE,1404,BUY
2011-04-11,XLU,322,BUY
2011-04-11,XLK,1031,BUY
2011-04-11,XLB,304,SELL
2011-04-11,XLP,1761,BUY
2011-04-11,XLY,142,SELL
2011-04-11,XLI,497,SELL
2011-04-11,XLV,71,BUY
2011-04-11,TLT,1562,SELL
2011-04-18,XLE,706,SELL
2011-04-18,XLU,1770,SELL
2011-04-18,XLK,814,BUY
2011-04-18,XLB,460,BUY
2011-04-18,XLP,1948,BUY
2011-04-18,XLY,177,BUY
2011-04-18,XLI,384,BUY
2011-04-18,XLV,718,BUY
2011-04-18,TLT,533,SELL
2011-04-25,XLE,550,SELL
2011-04-25,XLU,323,BUY
2011-04-25,XLK,781,SELL
2011-04-25,XLB,87,SELL
2011-04-25,XLP,175,SELL
2011-04-25,XLY,90,BUY
2011-04-25,XLI,11,SELL
2011-04-25,XLV,573,SELL
2011-04-25,TLT,610,BUY
2011-05-02,XLE,212,SELL
2011-05-02,XLU,24,BUY
2011-05-02,XLK,53,BUY
2011-05-02,XLB,12,SELL
2011-05-02,XLP,1174,SELL
2011-05-02,XLY,886,BUY
2011-05-02,XLI,718,SELL
2011-05-02,XLV,737,BUY
2011-05-02,TLT,218,SELL
2011-05-09,XLE,845,SELL
2011-05-09,XLU,260,BUY
2011-05-09,XLK,762,SELL
2011-05-09,XLB,239,SELL
2011-05-09,XLP,1764,SELL
2011-05-09,XLY,67,SELL
2011-05-09,XLI,165,SELL
2011-05-09,XLV,488,SELL
2011-05-09,TLT,1924,BUY
2011-05-16,XLE,416,SELL
2011-05-16,XLU,130,BUY
2011-05-16,XLK,589,SELL
2011-05-16,XLB,264,SELL
2011-05-16,XLP,1266,SELL
2011-05-16,XLY,226,SELL
2011-05-16,XLI,40,BUY
2011-05-16,XLV,239,SELL
2011-05-16,TLT,1176,BUY
2011-05-23,XLE,98,BUY
2011-05-23,XLU,467,BUY
2011-05-23,XLK,420,SELL
2011-05-23,XLB,65,BUY
2011-05-23,XLP,600,SELL
2011-05-23,XLY,311,SELL
2011-05-23,XLI,294,BUY
2011-05-23,XLV,45,BUY
2011-05-23,TLT,6,BUY
2011-05-30,XLE,103,SELL
2011-05-30,XLU,198,BUY
2011-05-30,XLK,504,SELL
2011-05-30,XLB,127,BUY
2011-05-30,XLP,207,SELL
2011-05-30,XLY,205,SELL
2011-05-30,XLI,262,BUY
2011-05-30,XLV,77,BUY
2011-05-30,TLT,69,SELL
2011-06-06,XLE,300,BUY
2011-06-06,XLU,182,SELL
2011-06-06,XLK,109,SELL
2011-06-06,XLB,16,BUY
2011-06-06,XLP,719,SELL
2011-06-06,XLY,44,BUY
2011-06-06,XLI,337,BUY
2011-06-06,XLV,188,SELL
2011-06-06,TLT,148,BUY
2011-06-13,XLE,459,SELL
2011-06-13,XLU,482,SELL
2011-06-13,XLK,46,BUY
2011-06-13,XLB,215,BUY
2011-06-13,XLP,241,BUY
2011-06-13,XLY,229,BUY
2011-06-13,XLI,505,BUY
2011-06-13,XLV,662,SELL
2011-06-13,TLT,221,BUY
2011-06-20,XLE,362,SELL
2011-06-20,XLU,1045,BUY
2011-06-20,XLK,599,SELL
2011-06-20,XLB,14,SELL
2011-06-20,XLP,65,BUY
2011-06-20,XLY,47,BUY
2011-06-20,XLI,111,BUY
2011-06-20,XLV,163,BUY
2011-06-20,TLT,29,BUY
2011-06-27,XLE,318,BUY
2011-06-27,XLU,1685,BUY
2011-06-27,XLK,864,SELL
2011-06-27,XLB,80,BUY
2011-06-27,XLP,258,SELL
2011-06-27,XLY,360,SELL
2011-06-27,XLI,291,SELL
2011-06-27,XLV,488,SELL
2011-06-27,TLT,53,BUY
2011-07-04,XLE,183,SELL
2011-07-04,XLU,92,SELL
2011-07-04,XLK,89,SELL
2011-07-04,XLB,83,SELL
2011-07-04,XLP,129,SELL
2011-07-04,XLY,93,SELL
2011-07-04,XLI,207,SELL
2011-07-04,XLV,19,SELL
2011-07-04,TLT,437,BUY
2011-07-11,XLE,293,BUY
2011-07-11,XLU,301,BUY
2011-07-11,XLK,206,SELL
2011-07-11,XLB,469,SELL
2011-07-11,XLP,793,SELL
2011-07-11,XLY,509,BUY
2011-07-11,XLI,183,SELL
2011-07-11,XLV,261,BUY
2011-07-11,TLT,188,SELL
2011-07-18,XLE,78,SELL
2011-07-18,XLU,109,BUY
2011-07-18,XLB,160,SELL
2011-07-18,XLP,478,BUY
2011-07-18,XLY,159,SELL
2011-07-18,XLI,13,BUY
2011-07-18,XLV,1661,BUY
2011-07-18,TLT,800,SELL
2011-07-25,XLE,392,BUY
2011-07-25,XLU,994,BUY
2011-07-25,XLB,27,BUY
2011-07-25,XLP,119,BUY
2011-07-25,XLY,197,SELL
2011-07-25,XLI,428,BUY
2011-07-25,XLV,239,SELL
2011-07-25,TLT,802,SELL
2011-08-01,XLE,245,SELL
2011-08-01,XLU,698,BUY
2011-08-01,XLK,581,BUY
2011-08-01,XLB,52,SELL
2011-08-01,XLP,82,SELL
2011-08-01,XLY,231,SELL
2011-08-01,XLI,71,SELL
2011-08-01,XLV,337,SELL
2011-08-01,TLT,189,BUY
2011-08-08,XLE,110,SELL
2011-08-08,XLU,590,SELL
2011-08-08,XLK,14,SELL
2011-08-08,XLB,156,SELL
2011-08-08,XLP,876,BUY
2011-08-08,XLY,70,BUY
2011-08-08,XLI,34,SELL
2011-08-08,XLV,146,BUY
2011-08-08,TLT,3,BUY
2011-08-15,XLE,167,SELL
2011-08-15,XLU,916,SELL
2011-08-15,XLK,53,BUY
2011-08-15,XLB,61,BUY
2011-08-15,XLP,211,BUY
2011-08-15,XLY,147,SELL
2011-08-15,XLI,651,SELL
2011-08-15,XLV,269,SELL
2011-08-15,TLT,529,BUY
2011-08-22,XLE,63,SELL
2011-08-22,XLU,256,SELL
2011-08-22,XLK,554,BUY
2011-08-22,XLB,64,BUY
2011-08-22,XLP,30,SELL
2011-08-22,XLY,83,SELL
2011-08-22,XLI,213,SELL
2011-08-22,XLV,151,SELL
2011-08-22,TLT,200,SELL
2011-08-29,XLE,339,SELL
2011-08-29,XLU,718,BUY
2011-08-29,XLK,317,SELL
2011-08-29,XLB,129,BUY
2011-08-29,XLP,157,BUY
2011-08-29,XLY,9,BUY
2011-08-29,XLI,336,SELL
2011-08-29,XLV,106,BUY
2011-08-29,TLT,2,BUY
2011-09-05,XLE,12,SELL
2011-09-05,XLU,373,BUY
2011-09-05,XLK,201,SELL
2011-09-05,XLB,190,SELL
2011-09-05,XLP,485,BUY
2011-09-05,XLY,38,BUY
2011-09-05,XLI,340,SELL
2011-09-05,XLV,230,BUY
2011-09-05,TLT,366,SELL
2011-09-12,XLE,32,BUY
2011-09-12,XLU,17,SELL
2011-09-12,XLK,129,SELL
2011-09-12,XLB,10,BUY
2011-09-12,XLP,351,BUY
2011-09-12,XLY,99,SELL
2011-09-12,XLI,116,SELL
2011-09-12,XLV,191,SELL
2011-09-12,TLT,74,BUY
2011-09-19,XLE,437,BUY
2011-09-19,XLU,165,SELL
2011-09-19,XLK,163,SELL
2011-09-19,XLB,249,BUY
2011-09-19,XLP,221,BUY
2011-09-19,XLY,160,SELL
2011-09-19,XLI,59,SELL
2011-09-19,XLV,42,BUY
2011-09-19,TLT,431,SELL
2011-09-26,XLE,495,SELL
2011-09-26,XLU,62,BUY
2011-09-26,XLK,379,BUY
2011-09-26,XLB,9,SELL
2011-09-26,XLP,318,BUY
2011-09-26,XLY,580,BUY
2011-09-26,XLI,110,BUY
2011-09-26,XLV,187,SELL
2011-09-26,TLT,319,SELL
2011-10-03,XLE,493,SELL
2011-10-03,XLU,11,BUY
2011-10-03,XLK,300,BUY
2011-10-03,XLB,409,SELL
2011-10-03,XLP,416,BUY
2011-10-03,XLY,164,BUY
2011-10-03,XLI,79,SELL
2011-10-03,XLV,474,BUY
2011-10-03,TLT,20,SELL
2011-10-10,XLE,144,SELL
2011-10-10,XLU,1166,SELL
2011-10-10,XLK,428,BUY
2011-10-10,XLB,94,SELL
2011-10-10,XLP,3,BUY
2011-10-10,XLY,57,SELL
2011-10-10,XLI,56,BUY
2011-10-10,XLV,132,BUY
2011-10-10,TLT,375,BUY
2011-10-17,XLE,68,SELL
2011-10-17,XLU,1268,SELL
2011-10-17,XLK,530,SELL
2011-10-17,XLB,114,SELL
2011-10-17,XLP,1047,BUY
2011-10-17,XLY,325,BUY
2011-10-17,XLI,767,BUY
2011-10-17,XLV,407,SELL
2011-10-17,TLT,40,SELL
2011-10-24,XLU,637,BUY
2011-10-24,XLK,167,SELL
2011-10-24,XLB,242,SELL
2011-10-24,XLP,79,BUY
2011-10-24,XLY,110,SELL
2011-10-24,XLI,80,BUY
2011-10-24,XLV,248,SELL
2011-10-24,TLT,31,BUY
2011-10-31,XLE,34,BUY
2011-10-31,XLU,172,SELL
2011-10-31,XLK,86,BUY
2011-10-31,XLB,141,BUY
2011-10-31,XLP,48,SELL
2011-10-31,XLY,208,SELL
2011-10-31,XLI,136,BUY
2011-10-31,XLV,227,BUY
2011-10-31,TLT,126,BUY
2011-11-07,XLE,148,BUY
2011-11-07,XLU,57,SELL
2011-11-07,XLK,24,BUY
2011-11-07,XLB,82,BUY
2011-11-07,XLP,252,SELL
2011-11-07,XLY,7,SELL
2011-11-07,XLI,11,BUY
2011-11-07,XLV,35,SELL
2011-11-07,TLT,210,SELL
2011-11-14,XLE,264,BUY
2011-11-14,XLU,38,SELL
2011-11-14,XLK,67,BUY
2011-11-14,XLB,15,SELL
2011-11-14,XLP,742,SELL
2011-11-14,XLY,315,SELL
2011-11-14,XLI,339,BUY
2011-11-14,XLV,463,SELL
2011-11-14,TLT,199,BUY
2011-11-21,XLE,57,BUY
2011-11-21,XLU,40,BUY
2011-11-21,XLK,90,BUY
2011-11-21,XLB,28,BUY
2011-11-21,XLP,226,SELL
2011-11-21,XLY,137,SELL
2011-11-21,XLI,159,SELL
2011-11-21,XLV,121,SELL
2011-11-21,TLT,82,BUY
2011-11-28,XLE,207,SELL
2011-11-28,XLU,1104,BUY
2011-11-28,XLK,92,SELL
2011-11-28,XLB,58,SELL
2011-11-28,XLP,528,BUY
2011-11-28,XLY,452,SELL
2011-11-28,XLI,140,BUY
2011-11-28,XLV,331,SELL
2011-11-28,TLT,19,BUY
2011-12-05,XLE,296,SELL
2011-12-05,XLU,514,SELL
2011-12-05,XLK,128,BUY
2011-12-05,XLB,254,SELL
2011-12-05,XLP,268,SELL
2011-12-05,XLY,319,BUY
2011-12-05,XLI,228,SELL
2011-12-05,XLV,9,SELL
2011-12-05,TLT,200,BUY
2011-12-12,XLU,48,BUY
2011-12-12,XLK,87,SELL
2011-12-12,XLB,198,BUY
2011-12-12,XLP,2,BUY
2011-12-12,XLY,92,SELL
2011-12-12,XLI,195,SELL
2011-12-12,XLV,307,BUY
2011-12-12,TLT,46,SELL
2011-12-19,XLU,495,SELL
2011-12-19,XLK,326,BUY
2011-12-19,XLB,234,SELL
2011-12-19,XLP,113,SELL
2011-12-19,XLY,373,BUY
2011-12-19,XLI,176,SELL
2011-12-19,XLV,16,BUY
2011-12-19,TLT,245,SELL
2011-12-26,XLU,130,BUY
2011-12-26,XLK,274,SELL
2011-12-26,XLB,154,SELL
2011-12-26,XLP,181,BUY
2011-12-26,XLY,7,BUY
2011-12-26,XLI,87,SELL
2011-12-26,XLV,326,BUY
2011-12-26,TLT,34,SELL
2012-01-02,XLU,629,SELL
2012-01-02,XLK,270,SELL
2012-01-02,XLB,228,BUY
2012-01-02,XLP,258,BUY
2012-01-02,XLY,270,SELL
2012-01-02,XLI,134,BUY
2012-01-02,XLV,311,BUY
2012-01-02,TLT,189,SELL
2012-01-09,XLU,805,SELL
2012-01-09,XLK,58,BUY
2012-01-09,XLB,418,BUY
2012-01-09,XLP,945,SELL
2012-01-09,XLY,1298,BUY
2012-01-09,XLI,248,BUY
