Year,Month,Month Revenue,Month Performance,Total Amount
2017,7,9747.122640609712,9.704778371169063,-90689.2012796402
2017,8,-3841.3010787963576,-4.235676381085002,-94530.50235843656
2017,9,-46785.2253112793,-49.49220002437008,-141315.72766971585
2017,10,-49751.64971160889,-35.20602450414352,-191067.37738132474
2017,11,4779.46623992917,2.5014559290205254,-186287.91114139557
2017,12,17143.415716171265,9.202645309152203,-169144.4954252243
2018,1,1005271.8452358246,594.327260079378,836127.3498106003
2018,2,-966695.2390632629,-115.61578978157321,-130567.88925266262
2018,3,28723.915079116836,21.9992183710139,-101843.97417354578
2018,4,35272.93660926819,34.634289260120426,-66571.03756427759
2018,5,43630.92077827452,65.54039470414853,-22940.11678600307
2018,6,-77565.26531410216,-338.12062090908216,-100505.38210010523
2018,7,-11450.102031707691,-11.39252624332414,-111955.48413181292
2018,8,10079.074195861802,9.002751650821333,-101876.40993595112
2018,9,-9674.382209777817,-9.496194669462758,-111550.79214572893
2018,10,252911.57549095154,226.723244744466,141360.7833452226
2018,11,90008.36528015137,63.672797469110286,231369.14862537396
2018,12,-235003.8520011902,-101.57095420777185,-3634.703375816229
2019,1,-5556.150375366209,-152.86392865878608,-9190.853751182438
2019,2,-12260.320980072023,-133.39697608064634,-21451.17473125446
2019,3,-35077.859813690186,-163.52419041453047,-56529.03454494465
2019,4,-69316.69913864136,-122.62140985890993,-125845.733683586
2019,5,37444.17810058594,29.754030593307085,-88401.55558300007
2019,6,27920.886405944824,31.58415733955038,-60480.66917705524
2019,7,-45321.47673225403,-74.93547500206527,-105802.14590930927
2019,8,57537.74111747742,54.38239519905126,-48264.404791831854
2019,9,-30890.841995239258,-64.00336257843409,-79155.24678707111
2019,10,372.0653324127197,0.47004506651792954,-78783.18145465839
2019,11,-2877.6203689575195,-3.652582081384539,-81660.80182361591
2019,12,15680.422849655151,19.20189674787206,-65980.37897396076
2020,1,28517.725288391106,43.22152393160042,-37462.653685569654
2020,2,60425.490871429436,161.29527656687307,22962.837185859782
2020,3,934075.4947929382,4067.770403250213,957038.331978798
2020,4,-842763.9374542236,-88.05958019588435,114274.3945245744
2020,5,7352.041549682617,6.433673597895617,121626.43607425701
2020,6,-35260.96069145203,-28.991197826370602,86365.47538280499
2020,7,43632.807109832764,50.52112191409286,129998.28249263775
2020,8,11897.07839012146,9.151719670446594,141895.3608827592
2020,9,9631.038829803467,6.787423330746588,151526.39971256268
2020,10,53936.13113975525,35.59520403181832,205462.53085231793
2020,11,46349.78248786926,22.558751853974044,251812.3133401872
2020,12,-25727.28575515747,-10.216849769534923,226085.02758502972
2021,1,220388.95289039612,97.48056085116413,446473.98047542584
2021,2,87417.38336753845,19.57950232048292,533891.3638429643
2021,3,70350.15999984741,13.176867948090615,604241.5238428117
2021,4,-35789.742935180664,-5.923085640915182,568451.780907631
2021,5,69582.3067893982,12.240670031554492,638034.0876970292
2021,6,-146475.9299812317,-22.957383125082472,491558.15771579754
2021,7,-206645.34547805786,-42.038839603091944,284912.8122377397
2021,8,20789.851249694824,7.296916936240535,305702.6634874345
2021,9,47626.158767700195,15.57924233449075,353328.8222551347
2021,10,160608.3326072693,45.455768816758415,513937.154862404
2021,11,-210264.23711395264,-40.912441360704214,303672.91774845135
2021,12,30858.067359924316,10.161613221461426,334530.98510837567
2022,1,10066.062088012695,3.0090073972525038,344597.04719638836
2022,2,123529.24964523315,35.84744867962637,468126.2968416215
2022,3,49854.33092880249,10.649760815652153,517980.627770424
2022,4,-26744.832363128662,-5.163288148100846,491235.79540729534
2022,5,126671.88570404053,25.786371206726464,617907.6811113359
2022,6,-36402.38747406006,-5.891234012270031,581505.2936372758
2022,7,-61122.03007507324,-10.511001489386128,520383.26356220257
2022,8,-42983.59826660156,-8.25998860385402,477399.665295601
2022,9,61246.75616455078,12.829241538455502,538646.4214601518
2022,10,119688.60346221924,22.22025408388861,658335.024922371
2022,11,-37273.963439941406,-5.6618533161495765,621061.0614824296
2022,12,-2640.044364929199,-0.4250861193306173,618421.0171175004
2023,1,66403.23603439331,10.73754516686755,684824.2531518937
2023,2,16657.18804550171,2.4323303342189244,701481.4411973954
2023,3,115045.05767440796,16.400299554330548,816526.4988718034
2023,4,-129011.49105262756,-15.800037259156078,687515.0078191758
2023,5,-20516.214248657227,-2.9841114761604186,666998.7935705186
2023,6,-85238.58192443848,-12.779420704518351,581760.2116460801
2023,7,-97675.69595336914,-16.789683102767977,484084.515692711
2023,8,71306.59006500244,14.73019436760227,555391.1057577134
2023,9,83778.78953552246,15.084647317357389,639169.8952932359
2023,10,67514.41678619385,10.562828018553635,706684.3120794297
2023,11,-23445.40078353882,-3.3176625521161434,683238.9112958909
