date,XLE,XLU,XLK,XLB,XLP,XLY,XLI,XLV,XLF,TLT
2018-10-11,56.53274154663086,45.26077651977539,65.0389175415039,48.32204055786133,45.596717834472656,101.30747985839844,67.14053344726562,82.24608612060547,23.785869598388672,102.1025619506836
2018-10-12,56.68804931640625,45.20954895019531,67.12380981445312,48.45724105834961,45.8505859375,103.18126678466795,67.58869934082031,83.51155853271484,23.812896728515625,101.74700164794922
2018-10-15,56.21434783935547,45.422996520996094,66.02449798583984,48.29499053955078,46.13068389892578,102.9434814453125,67.71672821044922,82.93383026123047,23.70477294921875,101.70254516601562
2018-10-16,56.6802864074707,45.89260482788086,68.01461791992188,49.070159912109375,46.64713668823242,105.00749206542967,68.85997772216797,85.20801544189453,24.101205825805664,101.93366241455078
2018-10-17,56.32307815551758,45.80722427368164,67.701904296875,48.75468826293945,46.865970611572266,104.14192962646484,68.3569564819336,85.65735626220703,24.34447479248047,101.3292465209961
2018-10-18,56.04351043701172,45.875526428222656,66.37512969970703,48.20485305786133,46.80470275878906,102.14451599121094,67.1771011352539,84.68531036376953,23.93903160095215,101.293701171875
2018-10-19,55.546531677246094,46.59273147583008,66.3467025756836,47.862335205078125,47.87261199951172,101.1457977294922,66.9301528930664,83.91503143310547,24.029132843017575,101.07147979736328
2018-10-22,54.93305969238281,46.293888092041016,66.89635467529297,47.48376083374024,47.51373291015625,101.55477905273438,66.70153045654297,83.22727966308594,23.51557159423828,100.93812561035156
2018-10-23,53.49643707275391,46.03773880004883,66.64049530029297,47.01506042480469,47.723819732666016,101.57381439208984,65.60401916503906,82.7779541015625,23.32636833190918,101.2581787109375
2018-10-24,51.38422775268555,47.15624237060547,63.655303955078125,45.52781677246094,47.92513275146485,98.53962707519533,63.38153839111328,80.04528045654297,22.74073028564453,102.0225601196289
2018-10-25,52.01322555541992,46.42197036743164,65.8444595336914,46.11369705200195,48.03892517089844,101.5167465209961,63.82969284057617,81.08148956298828,23.09210777282715,101.5959014892578
2018-10-26,51.62495803833008,45.56814956665039,64.52716827392578,45.84328842163086,47.11982727050781,98.35891723632812,63.19861602783203,80.16448974609375,22.75874710083008,102.20917510986328
2018-10-29,50.66203308105469,46.20851135253906,63.43735122680664,45.73512268066406,47.66253662109375,97.4933624267578,62.14683151245117,80.3662338256836,22.95696449279785,101.97811889648438
2018-10-30,51.83461380004883,46.3878059387207,64.14810943603516,46.780704498291016,48.60790252685547,98.95813751220705,63.427242279052734,81.22819519042969,23.3533935546875,101.4714813232422
2018-10-31,52.15300369262695,45.84137725830078,65.67385864257812,47.4206657409668,48.15271759033203,100.23269653320312,63.91201019287109,81.33824157714844,23.67774772644043,100.95592498779295
2018-11-01,52.59563064575195,45.63645935058594,66.44146728515625,48.75468826293945,48.49410629272461,102.27767944335938,65.03695678710938,82.36528778076172,23.785869598388672,101.04948425292967
2018-11-02,52.46363067626953,45.38031005859375,65.1431655883789,48.63750457763672,48.24026870727539,102.6961898803711,64.92721557617188,81.85177612304688,23.767847061157227,99.7931900024414
2018-11-05,53.34112548828125,46.02068328857422,65.07681274414062,48.7817268371582,48.84424591064453,102.8388671875,65.26559448242188,82.57620239257812,24.146255493164062,100.18516540527344
2018-11-06,53.589630126953125,46.32803726196289,65.48430633544922,49.583927154541016,49.141868591308594,103.29540252685548,65.95154571533203,82.99803161621094,24.27239418029785,100.1228485107422
2018-11-07,54.46712112426758,46.857421875,67.40808868408203,50.47628784179688,49.42198944091797,106.09181213378906,67.02163696289062,85.43724060058594,24.587739944458008,100.25650787353516
2018-11-08,53.28677368164063,46.78056716918945,67.35125732421875,50.25996017456055,49.4482421875,106.12032318115234,66.91188049316406,85.48310852050781,24.659818649291992,100.24758911132812
2018-11-09,53.193580627441406,46.84886932373047,66.18559265136719,49.55690002441406,49.73710250854492,104.64603424072266,66.23506927490234,85.23551177978516,24.4345703125,100.99602508544922
2018-11-12,52.09087371826172,46.82325744628906,63.854305267333984,48.82679748535156,49.47449493408203,102.5439910888672,64.92721557617188,84.08008575439453,23.948041915893555,101.65538787841795
2018-11-13,50.894996643066406,47.01963424682617,63.93014907836914,48.68258285522461,49.36069869995117,102.4964370727539,65.2198486328125,83.49320983886719,24.083187103271484,101.59298706054688
2018-11-14,50.8095703125,46.532958984375,63.16251373291016,48.62849044799805,49.028079986572266,101.72598266601562,65.00037384033203,82.82379150390625,23.758838653564453,101.65538787841795
2018-11-15,51.55506134033203,46.14874267578125,64.74514770507812,49.295501708984375,48.94929504394531,101.57381439208984,65.86009216308594,83.55741119384766,24.11022186279297,101.61083984375
2018-11-16,52.16853713989258,46.857421875,64.64089965820312,49.7912483215332,49.07184600830078,101.1743392944336,65.84180450439453,84.40103149414062,24.137245178222656,102.1988754272461
2018-11-19,52.15300369262695,47.06232452392578,62.17693710327149,49.07917022705078,48.99306106567383,98.7013168334961,64.79915618896484,83.32815551757812,24.12824249267578,102.48401641845705
2018-11-20,50.44459915161133,46.86595153808594,60.84071350097656,48.18682098388672,48.178993225097656,96.46610260009766,63.454715728759766,82.54869079589844,23.596656799316406,102.51966094970705
2018-11-21,51.23667526245117,46.17435073852539,61.2861213684082,48.574405670166016,47.7938232421875,97.47435760498048,63.90287780761719,82.08100891113281,23.61467933654785,102.48401641845705
2018-11-22,51.23667526245117,46.17435073852539,61.2861213684082,48.574405670166016,47.7938232421875,97.47435760498048,63.90287780761719,82.08100891113281,23.61467933654785,102.48401641845705
2018-11-23,49.62922668457031,46.199974060058594,60.72699737548828,48.0516242980957,47.96015930175781,97.03679656982422,63.77482223510742,82.2002182006836,23.425477981567383,102.59093475341795
2018-11-26,50.37471389770508,46.47319030761719,62.10112762451172,48.601444244384766,48.02143096923828,99.2149429321289,64.24125671386719,82.99803161621094,23.902996063232425,102.35926055908205
2018-11-27,50.23492813110352,46.82325744628906,62.22433471679688,48.00654983520508,48.45033645629883,99.50982666015624,64.13151550292969,83.85999298095703,23.921009063720703,102.47510528564452
